Num. Id;Nombre;Precio;Disponibilidad;Autor;BGG;Temática;Si Buscas...;Edad;Núm. jugadores;Tiempo de juego;Medidas;Complejidad;Editorial;Dependencia del idioma;Mecánica;Idioma;ranking
2851;Patios;17.95;Disponible;Jesús Torres Castro;299803;Naturaleza, Urbano;Familiares, Viaje;de 10 a 14 años, de 14 a 18 años, más de 18 años;2, 3, 4, 5;45 min.;140 x 210 x 40 mm;Medio;Átomo Games;Nula (Sólo instrucciones);Colección de sets;Español;7,26248
2852;Proving Grounds;31.45;Disponible;Kane Klenko;268890;Medieval;Solitario;de 10 a 14 años, de 14 a 18 años, más de 18 años;1;30 - 45 min;240 x 182 x 50 mm;Medio;Gen X Games;Poca;Tienta la suerte;Español;6,81898
2853;Harry Potter Strike;25.15;Disponible;Dieter NüBle;300329;TV/Series/Cine;Familiares, Fiesta, Rápido, Infantil;de 8 a 10 años, de 10 a 14 años, de 14 a 18 años, más de 18 años;2, 3, 4, 5;15 min;190 x 275 x 55 mm;Fácil;Ravensburger;Nula (Sólo instrucciones);Habilidad, Tienta la suerte;Español;7,02552
2854;Star Wars Legion: Padmé Amidala;14.95;Disponible;;;Ciencia Ficción, TV/Series/Cine;Para 2, Ameritrash;de 14 a 18 años, más de 18 años;2;60 - 120 min;;Medio;Fantasy Flight;Alta;Wargame;Español;
2855;Star Wars Legión: Capitán Clon Rex;12.95;No está disponible;;;Ciencia Ficción;Para 2, Ameritrash;de 14 a 18 años, más de 18 años;2;60 - 120 min;89 x 140 x 64 mm;Difícil;;Alta;Wargame;Español;
2856;Star Wars Legión: Las Guerras Clon;99.95;Disponible;;;;;de 14 a 18 años, más de 18 años;2;120;295 x 295 x 100 mm;;Fantasy Flight;;;;
2857;Through the Ages. Nuevos líderes y maravillas;26.99;Disponible;Vlaada Chvátil;280833;Historia;Eurogame;de 14 a 18 años, más de 18 años;2, 3, 4;120 min;185 x 255 x 60 mm;Medio;Devir;Media;Evolución de Civilización, Gestión de recursos;Español;9,05021
2858;La escoba encantada;22.45;Disponible;;;Carreras, Fantasía;Infantil;de 3 a 6 años, de 6 a 8 años, de 8 a 10 años, de 10 a 14 años;2, 3, 4;20 min;245 x 245 x 70 mm;Fácil;MasQueOca;Nula (Sólo instrucciones);Memoria;Español;
2859;Rueda Caracol;22.45;Disponible;Marco Teubner;38437;Animales;Familiares, Infantil;de 3 a 6 años, de 6 a 8 años, de 8 a 10 años, de 10 a 14 años, de 14 a 18 años;2, 3, 4;20 min;245 x 245 x 70 mm;Fácil;MasQueOca;Nula (Sólo instrucciones);Habilidad;Español;6,60195
2860;El Baile de Disfraces de las Mariquitas;22.45;Disponible;Peter-Paul Joopen;4522;Animales;;de 6 a 8 años, de 8 a 10 años, de 10 a 14 años, de 14 a 18 años;2, 3, 4, 5, 6;20 - 30 min;245 x 245 x 65 mm;Fácil;MasQueOca;Nula (Sólo instrucciones);;Español, Portugués;6,51622
2861;Star Realms Mazo de Mando: La Coalición;3.14;Disponible;Robert Dogherty;231370;Ciencia Ficción;Para 2, Viaje;de 10 a 14 años, de 14 a 18 años, más de 18 años;2;20 min;;Fácil;Devir;Media;Creación de mazo;Español;7,65704
2862;Tiburón;43.15;Disponible;Prospero Hall;272738;TV/Series/Cine;Familiares;de 14 a 18 años, más de 18 años;2, 3, 4;60 min;265 x 265 x 85 mm;Medio;Ravensburger;Media;Gestión de recursos;Español;7,31617
2863;Ramen Ink;13.45;Disponible;;;Gastronómica;Familiares, Fiesta, Viaje;de 8 a 10 años, de 10 a 14 años, de 14 a 18 años, más de 18 años;2, 3, 4, 5;15 - 30 min;;Fácil;;Nula (Sólo instrucciones);Tienta la suerte;;
2864;'''Ankh''''or''';19.99;Disponible;;;Comercio, Egipto;Familiares;de 8 a 10 años, de 10 a 14 años, de 14 a 18 años, más de 18 años;2, 3, 4;30 min;;Fácil;Asmodée;Nula (Sólo instrucciones);Colección de sets, Draft;;
2865;Tribe;21.35;Disponible;;3748122;Abstracto;;de 8 a 10 años, de 10 a 14 años, de 14 a 18 años, más de 18 años;2, 3, 4;30 - 60 min;;Fácil;Gen X Games;Nula (Sólo instrucciones);Habilidad;;
2866;La Guerra de los Mundos: Mar de Irlanda;11.34;Disponible;Denis Plastinin;;Arte y Literatura, Ciencia Ficción, Steampunk;Para 2;de 10 a 14 años, más de 18 años;2;45 min;;Medio;Do It;Media;Conquista de territorio, Creación de mazo;Español;
2867;La Guerra de los Mundos: Miniaturas;16.2;Disponible;Denis Plastinin;;Arte y Literatura, Ciencia Ficción, Steampunk;Para 2;de 10 a 14 años, de 14 a 18 años, más de 18 años;2;45 min;;Medio;Do It;Nula (Sólo instrucciones);Conquista de territorio, Creación de mazo;;
2868;La Guerra de los Mundos: Nueva Oleada;32;Disponible;Denis Plastinin;226631;Arte y Literatura, Ciencia Ficción, Steampunk;Para 2;de 10 a 14 años, de 14 a 18 años, más de 18 años;2;45 min;;Fácil;Do It;Media;Conquista de territorio, Creación de mazo;Español;7,24096
2869;La Fallera Calavera 3: Mas allá de la paella;17.95;Disponible;;;Gastronómica, Zombies;Familiares, Fiesta;de 8 a 10 años, de 10 a 14 años, de 14 a 18 años, más de 18 años;2, 3, 4, 5;20 - 40 min;;;Zombi Paella;Media;Bazas, Gestión de cartas;Valenciano;
2870;Idus Martii;6.8;Disponible;;;;;;;;;;2 Tomatoes;;;;
2871;RatVille;39.95;Disponible;;;;;de 14 a 18 años, más de 18 años;2, 3, 4;;;;Ediciones Primigenio;;;Español;
2872;El Pacto de los Hombres Lobo de Castronegro;29.99;Disponible;;25821;Abstracto;Familiares, Fiesta, Viaje;de 10 a 14 años, de 14 a 18 años, más de 18 años;8, +8;'''30''''''';;;Asmodée;Nula (Sólo instrucciones);Deducción e Investigación;Español;6,73991
2873;Los Hombres Lobo de Castronegro: Luna Nueva;9.95;Disponible;;;Abstracto;Familiares, Fiesta, Viaje;de 10 a 14 años, de 14 a 18 años, más de 18 años;8, +8;'''10'''' - 20''''''';;;Asmodée;;Deducción e Investigación;Español;
2874;Los Hombres Lobo de Castronegro: La Aldea;23.33;No está disponible;;;;;de 14 a 18 años;8;'''45''''''';;;Asmodée;;;Español;
2875;3x4 = ¡Zas!;31.99;Disponible;;35610;Animales;Rápido, Infantil;de 8 a 10 años, de 10 a 14 años, de 14 a 18 años;2, 3, 4, 5, 6;15 min.;;;Haba;Nula (Sólo instrucciones);Habilidad, Memoria;Español;5,87365
2876;Micro Robots;16.2;Disponible;;191543;Ciencia Ficción, Electrónica;Familiares, Infantil;de 8 a 10 años, de 10 a 14 años, de 14 a 18 años;2, 3, 4, 5, 6, 7, 8, +8;20 minutos;13,2x13,2x4 cm.;;Devir;;Programación acciones;;6,32063
2877;Cat Stax;13.5;Disponible;;;Animales;Familiares, Solitario, Infantil, Viaje;de 6 a 8 años, de 8 a 10 años, de 10 a 14 años, de 14 a 18 años, más de 18 años;1;;;Medio;Maldito Games;;Puzzle;Español;
2878;Longboat;14.4;Disponible;Mike Kay;279884;Vikingos;Familiares, Viaje;de 8 a 10 años, de 10 a 14 años, de 14 a 18 años, más de 18 años;2, 3, 4;30 min.;125 x 160 x 40 mm;Medio;invedars;Nula (Sólo instrucciones);Colección de sets;Español;6,84269
2879;Bye Bye Mr Fox;21.58;Disponible;Marie Fort, Wilfred Fort;299993;Animales;Cooperativo;de 6 a 8 años, de 8 a 10 años, de 10 a 14 años, de 14 a 18 años;1, 2, 3, 4;10 min;;Fácil;Blue Orange;Nula (Sólo instrucciones);Habilidad;Español;6,27273
2880;Skyline;17.95;Disponible;;;Urbano;Familiares, Solitario;de 6 a 8 años, de 8 a 10 años, de 10 a 14 años;1;;;Fácil;Cayro;Nula (Sólo instrucciones);Puzzle;;
2881;Juego de Tronos LCG: Qué cosas hacemos por amor;15.76;Disponible;;;Arte y Literatura, Medieval;;más de 18 años;2;60 - 120 min;;Medio;Fantasy Flight;Alta;Creación de mazo, LCG;Español;
2882;Juego de tronos LCG - 2ª edición;31.96;Disponible;;169255;;;de 14 a 18 años;2, 3, 4;120;;;Edge Entertainment;;;Español;7,55965
2883;Aladino y la cueva de las maravillas;17.05;Disponible;Manu Sánchez Montero;293542;Arte y Literatura, Cuentos;Familiares;de 6 a 8 años, de 8 a 10 años, de 10 a 14 años, de 14 a 18 años, más de 18 años;2, 3, 4;20 min;;Fácil;Átomo Games;Nula (Sólo instrucciones);;;8,35
2884;50 Juegos Divertidos para Viajar;8.97;Disponible;Samuel Mitschke;;;Viaje;de 8 a 10 años, de 10 a 14 años, de 14 a 18 años, más de 18 años;2, 3, 4, 5, 6, 7, 8, +8;2 - 20 min;;;Gen X Games;Alta;Preguntas y respuestas;Español;
2885;Miyabi;30.42;Disponible;;;Abstracto;Familiares;de 8 a 10 años, de 10 a 14 años, de 14 a 18 años, más de 18 años;2, 3, 4;45 min;;Fácil;Haba;Nula (Sólo instrucciones);Puzzle;;
2886;Nova Luna;26.95;Disponible;Uwe Rosenberg;284435;Abstracto, Mitología;Familiares, Solitario, Para 2;de 8 a 10 años, de 10 a 14 años, de 14 a 18 años, más de 18 años;1, 2, 3, 4;30 min;25 x 25 x 5 cm;Fácil;SD Games;Nula (Sólo instrucciones);;;7,4545
2887;Sabuesos;13.5;Disponible;Paco Yánez;239031;Animales;Familiares, Rápido, Infantil, Viaje;de 6 a 8 años, de 8 a 10 años, de 10 a 14 años, de 14 a 18 años, más de 18 años;2, 3, 4, 5;20 min.;115 x 165 x 40 mm;Medio;TCG;Nula (Sólo instrucciones);Memoria;Español;7,83333
2888;Flotsam Fight;20.65;Disponible;Tomoyuki Maruta;256478;Abstracto;Familiares, Viaje;de 8 a 10 años, de 10 a 14 años, de 14 a 18 años, más de 18 años;2, 3, 4, 5, 6;30 min.;110 x 63 x 35 mm;Medio;Oink Games;Nula (Sólo instrucciones);Colección de sets;Español;6,56138
2889;Skytear: Stormsear;27;Disponible;;;Espada y Brujería;Para 2;de 14 a 18 años, más de 18 años;2;;;Medio;TCG;;Arena;Español;
2890;Sheriff de Nottingham (2ª edición);39.99;Disponible;André Zatz, Sergio Halaban;298638;Medieval;Familiares;de 14 a 18 años, más de 18 años;3, 4, 5, 6;60 min.;260 x 260 x 85 mm;Medio;Asmodée;Nula (Sólo instrucciones);Colección de sets;Español;7,48604
2891;Arqueros de los Cuervos de Tormenta;29.99;Disponible;;;Arte y Literatura, Espada y Brujería, TV/Series/Cine;Para 2;de 14 a 18 años, más de 18 años;2;;;Medio;Asmodée;Poca;Wargame;Español;
2892;Hibi Hibi Rescue;16.2;Disponible;David S. Serrano, José Luis Garrido, Pedro Berenguel Nieto;324899;Ciencia Ficción;Familiares, Infantil, Viaje;de 6 a 8 años, de 8 a 10 años, de 10 a 14 años, de 14 a 18 años, más de 18 años;2, 3, 4;20 - 30 min.;95 x 155 x 30 mm;Medio;El Troquel;Nula (Sólo instrucciones);Puzzle;Español;9
2893;Star Wars Legión: Especialistas Separatistas expansión de personal;27.99;Disponible;;;;;;;;;Medio;Fantasy Flight;Media;;Español;
2894;Kanban EV Coches Metálicos;72;Disponible;;;;;;;;;;Maldito Games;Nula (Sólo instrucciones);;Español;
2895;Almuerzo Jurásico;19.8;Disponible;Bruno Cathala;297666;Dinosaurios;Familiares, Para 2, Rápido;de 8 a 10 años, de 10 a 14 años, de 14 a 18 años, más de 18 años;2;15 min.;180 x 250 x 70 mm;Medio;Maldito Games;Nula (Sólo instrucciones);Puzzle;Español;7,07931
2896;Sword & Sorcery personajes - Morrigan;13.5;Disponible;;;;;de 10 a 14 años, de 14 a 18 años;1, 2, 3, 4, 5;;135 x 185 x 40 mm;;Devir;;;;
2897;Sword & Sorcery personajes - Ryld;13.5;Disponible;;;;;de 10 a 14 años, de 14 a 18 años;1, 2, 3, 4, 5;;135 x 185 x 40 mm;;Devir;;;;
2898;Orbital;20.12;Disponible;Eloi Pujadas;257307;Ciencia Ficción;;de 10 a 14 años, de 14 a 18 años;2, 3, 4;60 min;240 x 240 x 70 mm;Medio;DMZ games;Nula (Sólo instrucciones);Puzzle;Español, Inglés, Francés, Alemán;7,04679
2899;Entre Dos Castillos Del Rey Loco Ludwig;40.5;Disponible;;;;;;;;;;;;;;
2900;Time of Soccer;40.5;Disponible;;;Deportes;Solitario, Eurogame;de 14 a 18 años, más de 18 años;1, 2, 3, 4;120 min;;Medio;;Media;Gestión de recursos;Español;
2901;Topito;18;Disponible;Marco Teubner;220738;Cuentos;;de 8 a 10 años, de 10 a 14 años, de 14 a 18 años;2, 3, 4;15 min;220 x 220 x 55 mm;Fácil;Maldito Games;Nula (Sólo instrucciones);Habilidad;Español;6,66465
2902;Oruga de colores;7.65;Disponible;;;Animales;Para 2, Rápido, Infantil, Viaje;de 3 a 6 años, de 6 a 8 años;2, 3, 4;10 min.;;;Haba;;Tienta la suerte;;
2903;Valeria: Reino de Cartas;40.45;Disponible;;170561;;;de 14 a 18 años;1, 2, 3, 4, 5;45;;;Crazy Pawn;;Creación de mazo;;7,44665
2904;Unlock! Secret Adventures;29.99;Disponible;;228867N;;Familiares, Cooperativo, Solitario, Para 2, Experiencia;de 10 a 14 años, de 14 a 18 años;2, 3, 4, 5, 6;45 - 75;;;;;Escape room;;7,45047
2905;Arriba y Abajo;36;Disponible;;;Naturaleza;Eurogame;de 10 a 14 años, de 14 a 18 años;2, 3, 4;90 minutos;;;Devir;;Gestión de recursos;;
2906;Rummi classic caja de metal;15.95;Disponible;;;Abstracto;Familiares, Viaje;de 8 a 10 años, de 10 a 14 años, de 14 a 18 años;2, 3, 4;;;;Cayro;;Habilidad;Español;
2907;Rummi Classic;12.55;No está disponible;;;;;de 8 a 10 años, de 10 a 14 años, de 14 a 18 años;2, 3, 4;;;;Cayro;;;Español;
2908;Rummikub;42.48;No está disponible;;;;;de 8 a 10 años, de 10 a 14 años, de 14 a 18 años;2, 3, 4;;;;Hasbro;;;Español;
2909;Rummi Deluxe;38.95;No está disponible;;;;;de 8 a 10 años, de 10 a 14 años, de 14 a 18 años;;;;;Cayro;;;Español;
2910;Rush Hour;20.66;Disponible;;;Urbano;Solitario;de 8 a 10 años, de 10 a 14 años, de 14 a 18 años;1;15 min;;;Thinkfun;Nula (Sólo instrucciones);Puzzle;Español;
2911;Rush Hour Deluxe;24.75;No está disponible;;;;;de 8 a 10 años, de 10 a 14 años;;15;;;Thinkfun;;;Español;
2912;¡Rescate!: Alto riesgo;31.5;Disponible;;139766;Urbano;Familiares, Cooperativo;de 8 a 10 años, de 10 a 14 años, de 14 a 18 años, más de 18 años;1, 2, 3, 4, 5, 6;45 minutos;;;Devir;Poca;Programación acciones;Español;7,74277
2913;Star Wars: La fuerza y el destino - Caja de inicio;0;No está disponible;;;;;de 10 a 14 años, de 14 a 18 años;2, 3, 4, 5;60;;;Edge Entertainment;;;Español;
2914;La Resistencia: Ávalon;18;Disponible;;128882;;;de 10 a 14 años, de 14 a 18 años;5, 6, 7, 8, +8;30;;;Devir;;;;7,57591
2915;Los Aprendices;25.95;Disponible;Alberto Corazón;180489;Fantasía, Medieval;Para 2, Eurogame;de 10 a 14 años, de 14 a 18 años;2, 3, 4;45 min;270 x 190 x 50 mm;Medio;Zacatrus;Nula (Sólo instrucciones);Gestión de recursos;Español, Inglés;5,76035
2916;Trismegistus;45;Disponible;;281442;;;de 14 a 18 años, más de 18 años;1, 2, 3, 4;120;;;Maldito Games;;;;7,67603
2917;Alquimistas;45;No está disponible;;;Fantasía;Familiares;de 10 a 14 años, de 14 a 18 años;2, 3, 4;120 minutos;29x29x7.5;;Devir;;Deducción e Investigación;Español;
2918;Cluedo Junior;18.95;Disponible;;;;;de 6 a 8 años, de 8 a 10 años, de 10 a 14 años;2, 3, 4, 5, 6;;;;Hasbro;;;;
2919;¡Toma 6!;11.65;Disponible;;;Abstracto;Familiares, Fiesta, Rápido, Viaje;de 10 a 14 años, de 14 a 18 años;2, 3, 4, 5, 6, 7, 8, +8;;;;Mercurio;;Gestión de cartas;Español;
2920;MBE Monster Putty;5.89;Disponible;;;;;;;;;;Devir;;;;
2921;El mundo de los sentidos;27;Disponible;;;;;de 3 a 6 años;2, 3, 4;30;;;Haba;;;;
2922;EL PORTAL DE MOLTHAR;12.95;Disponible;;181960;Fantasía;Familiares, Viaje;de 10 a 14 años, de 14 a 18 años;2, 3, 4, 5;45 minutos;;;Mercurio;Nula (Sólo instrucciones);Gestión de cartas;Español;6,80372
2923;Versailles;9.89;Disponible;;160561;Historia;Viaje, Eurogame;de 10 a 14 años, de 14 a 18 años;3, 4;45 minutos;;;DMZ games;;Gestión de cartas, Gestión de recursos;Español;6,51585
2924;Datos y destino - Android Netrunner;16.77;Disponible;;;Ciencia Ficción;Familiares, Para 2;de 14 a 18 años, más de 18 años;2;60 minutos;;;Edge Entertainment;;Gestión de cartas;Español;
2925;Tranvías;33.3;Disponible;Alban Vlard;166571;Urbano;Para 2, Eurogame;de 14 a 18 años, más de 18 años;1, 2, 3, 4, 5;30 - 150 min;225 x 315 x 75 mm;Difícil;Fractal Juegos;Nula (Sólo instrucciones);Gestión de recursos;Español;7,44827
2926;Hexroller;10.75;Disponible;Rustan Håkansson;267568;Abstracto;Familiares, Para 2, Fiesta;de 10 a 14 años, de 14 a 18 años, más de 18 años;1, 2, 3, 4, 5, 6, 7, 8;15 - 20 min;130 x 180 x 40 mm;Medio;Arrakis Games;Nula (Sólo instrucciones);Puzzle;Español;6,29689
2927;Concept Kids;24.99;Disponible;Alain Rivollet, Gaëtan Beaujannot;247314;Animales;Familiares, Cooperativo, Infantil;de 3 a 6 años, de 6 a 8 años, de 8 a 10 años, de 10 a 14 años, de 14 a 18 años, más de 18 años;2, 3, 4, 5, 6, 7, 8, +8;20 min;275 x 275 x 50 mm;Fácil;Asmodée;Nula (Sólo instrucciones);Deducción e Investigación;Español;7,09009
2928;Harvest Dice;14.97;Disponible;;;;;de 8 a 10 años, de 10 a 14 años, de 14 a 18 años;2, 3, 4;60 min;Blister de 91 x 152 x 24 mm;Medio;Fantasy Flight;Alta;LCG;Español;
2929;La Leyenda de los Cinco Anillos: La Mano Oculta del Emperador;19.95;Disponible;;;;;de 14 a 18 años;;;90.5 x 152.5 x 24 mm;;Fantasy Flight;;;;
2930;Pares;15.96;Disponible;;;;;de 6 a 8 años, de 8 a 10 años, de 10 a 14 años, de 14 a 18 años;2, 3, 4, 5, 6, 7, 8;15;;;Asmodée;;;;
2931;Shikoku;18;Disponible;Eloi Pujadas;250781;Oriental;;de 8 a 10 años, de 10 a 14 años, de 14 a 18 años;3, 4, 5, 6, 7, 8;30 min;200 x 200 x 60 mm;Medio;GDM Games;Nula (Sólo instrucciones);;Español, Inglés, Francés, Alemán;6,66666
2932;Noclear;12.8;Disponible;;;;;de 10 a 14 años, de 14 a 18 años;2, 3, 4;30;;;Pinbro Games;;;;
2933;La Fiesta;15.41;Disponible;;;;;de 8 a 10 años, de 10 a 14 años, de 14 a 18 años;2, 3, 4, 5, 6, 7;20;;;Mercurio;;;;
2934;Cry Havoc;35.67;Disponible;;192457;;;de 10 a 14 años, de 14 a 18 años;2, 3, 4;120;;;Edge Entertainment;;;;7,20616
2935;Mascletá;4.5;Disponible;;;Urbano;Familiares, Fiesta, Rápido, Viaje;de 8 a 10 años, de 10 a 14 años, de 14 a 18 años;1, 2, 3, 4, 5, 6, 7;15 minutos;;;PiroJoc;;Gestión de cartas;;
2936;Humanos!!! 4: Campamento Zombie Lake;11.96;Disponible;;178018;;;de 10 a 14 años, de 14 a 18 años;2, 3, 4, 5, 6;60 min;;;Edge Entertainment;;;Español;7,1
2937;El Valle de los Reyes: La Otra Vida;16.2;Disponible;;326376;;;de 14 a 18 años;1, 2, 3, 4;45;;;Devir;;;Español;0
2938;Star Wars LCG: Ofensiva intensa / Ciclo de Endor;7.32;Disponible;;;;;de 8 a 10 años, de 10 a 14 años, de 14 a 18 años;;60;90 x 150 x 24 mm ;;Edge Entertainment;;;Español;
2939;7 Wonders: Leaders (Nueva Edición);24.99;Disponible;;;Historia;Familiares;de 14 a 18 años, más de 18 años;3, 4, 5, 6, 7;45 min.;;Medio;Asmodée;;Colección de sets, Draft, Evolución de Civilización;Español;
2940;Monza Edición 20 Aniversario;20.11;Disponible;;;Carreras;Familiares, Infantil;de 6 a 8 años, de 8 a 10 años, de 10 a 14 años, de 14 a 18 años, más de 18 años;2, 3, 4;15 min.;;Medio;Haba;;Tienta la suerte;Español;
2941;Monasterium;44.95;Disponible;Arve D. Fühler;317231;Comercio, Medieval;Eurogame;de 14 a 18 años, más de 18 años;2, 3, 4;90 - 120 min.;225 x 320 x 75 mm;Medio;Arrakis Games;Nula (Sólo instrucciones);Colocación de trabajadores, Gestión de recursos;Español;7,53639
2942;Omaigod;29.95;Disponible;;;Abstracto;Familiares, Fiesta;más de 18 años;3, 4, 5, 6, 7, 8, +8;15 - 60 min.;100 x 190 x 65 mm;Fácil;Asmodée;Alta;Preguntas y respuestas;Español;
2943;Escape Room 3;39.99;Disponible;;;Abstracto;Familiares, Cooperativo, Solitario, Para 2, Experiencia;de 10 a 14 años, de 14 a 18 años, más de 18 años;1, 2, 3, 4, 5, 6, 7, 8, +8;60 min.;;Medio;Diset;Alta;Escape room;Español;
2944;Escape Room 2 Jugadores;13.45;Disponible;;;Abstracto;Familiares, Cooperativo, Para 2, Narrativo, Viaje;de 14 a 18 años, más de 18 años;2;60 min;190 x 190 x 36 mm;Medio;Diset;Alta;Escape room;Español;
2945;Escape Room: The Game 2;46.5;Disponible;;;Detectivesca;Familiares, Cooperativo;de 14 a 18 años, más de 18 años;2, 3, 4, 5;60 minutos;;;Diset;;Escape room;;
2946;Colt Super Express;14.99;Disponible;Cedric Lefebvre, Christophe Raimbault;299027;Oeste;Familiares, Fiesta, Rápido, Viaje;de 8 a 10 años, de 10 a 14 años, de 14 a 18 años, más de 18 años;3, 4, 5, 6, 7;15 min.;140 x 140 x 40 mm;Medio;Asmodée;Nula (Sólo instrucciones);Programación acciones;Español;6,91307
2947;Julius Caesar: Tapete de Neopreno;23.72;Disponible;;;;;;;;;;Do It;;;;
2948;Julius Caesar;61.2;Disponible;Grant Dalgliesh, Justin Thompson;37836;Historia;Para 2;de 10 a 14 años, de 14 a 18 años, más de 18 años;2;120 - 180 min.;225 x 310 x 55 mm;Medio;Do It;Poca;Wargame;Español;7,77951
2949;La Leyenda de los Cinco Anillos: Campañas de Conquista;11.96;Disponible;;;Oriental;Para 2;;;;;Medio;Fantasy Flight;Media;Creación de mazo;Español;
2950;Pandemic. En el laboratorio;39.99;Disponible;Matt Leacock;137136;Medicina;Familiares, Cooperativo, Eurogame;de 8 a 10 años, de 10 a 14 años, de 14 a 18 años, más de 18 años;1, 2, 3, 4, 5, 6;45 min;;Medio;Z-Man Games;Media;Colección de sets, Gestión de cartas;Español;7,8982
2951;Underwater Cities: New Discoveries;44.95;Disponible;;;;;;;;;Medio;Arrakis Games;;;Español;
2952;Underwater Cities;59.95;Disponible;;;Ciencia Ficción;;de 10 a 14 años, de 14 a 18 años;1, 2, 3, 4;150;;;Arrakis Games;;;;
2953;Los Cien Torii;36;Disponible;Scott Caputo;256509;Oriental;Solitario, Para 2, Eurogame;de 8 a 10 años, de 10 a 14 años, de 14 a 18 años, más de 18 años;1, 2, 3, 4;45 min;230 x 230 x 55 mm;Medio;Maldito Games;Nula (Sólo instrucciones);Gestión de recursos;Español;7,33846
2954;Las Mansiones de la Locura, Segunda edición: El Santuario del Crepúsculo;29.95;Disponible;Nikki Valens ;205059;Terror;Cooperativo, Experiencia;de 14 a 18 años;1, 2, 3, 4, 5;120 - 180 min;295 x 295 x 140 mm;Difícil;Edge Entertainment;Alta;Crawler;Español;8,05829
2955;No sin mi gato;9.95;Disponible;Antoine Bauza;33088;Animales;;de 6 a 8 años, de 8 a 10 años, de 10 a 14 años, de 14 a 18 años;1, 2, 3, 4;15 min;Lata de 95 x 95 x 30 mm;Fácil;Asmodée;Nula (Sólo instrucciones);Puzzle;Español;6,10056
2956;T.I.M.E. Stories: Estrella Drive;21.74;Disponible;Ulric Maes;213099;Detectivesca, Medieval;Para 2, Experiencia, Narrativo;de 14 a 18 años, más de 18 años;2, 3, 4;90 minutos;205 x 205 x 40 mm.;;Asmodée;Alta;Exploración y Aventura;Español;7,48006
2957;Android Netrunner: Escalada / Ciclo Punto de Ignición;8.37;Disponible;;;;;de 14 a 18 años;2;;91 x 152 x 24 mm ;;Edge Entertainment;;;Español;
