Num. Id;Nombre;Precio;Disponibilidad;Autor;BGG;Temática;Si Buscas...;Edad;Núm. jugadores;Tiempo de juego;Medidas;Complejidad;Editorial;Dependencia del idioma;Mecánica;Idioma;ranking
911;Eyes Only: Así comienza ;2.38;No está disponible;;;;;de 14 a 18 años;;;;;Nosolorol;;;Español;
912;Saeptum Arbitri (pantalla narrador Aquelarre);16.15;No está disponible;;;;;de 14 a 18 años;;;;;Nosolorol;;;Español;
913;Dragon Age Pantalla del DJ;19.95;No está disponible;;;;;;;;;;Edge Entertainment;;;Español;
914;Star Wars: Al Filo del Imperio - Set de dados;14.95;No está disponible;;;;;;;;;;Edge Entertainment;;;Español;
915;Ultimate Campaign;37.99;No está disponible;;;;;de 14 a 18 años;;;;;Paizo;;;Español;
916;D&D Essentials: Heroes de las Tierras Caidas;24.04;No está disponible;;;;;;;;;;Devir;;;Español;
917;'''D&amp';'D Essentials: Compendio de Reglas''';19.23;No está disponible;;;;;;;;;;Devir;;;Español;
918;La Leyenda de los Cinco Anillos: Tapete Señor de la Gran Casa de la Luz, Clan Dragón;19.95;No está disponible;;;;;;;;470 x 90 x 55 mm.;;Fantasy Flight;;;;
919;Vampiro, 5ª Edición: Dados;16.19;No está disponible;;;;;de 14 a 18 años, más de 18 años;;;;;Nosolorol;;;;
920;NOMBRES TEMIBLES LISTA ROJA DELUXE Pequeño golpe;49.99;No está disponible;;;;;;;;;;;;;;
921;SABER DE LOS CLANES DELUXE pequeño golpe;59.99;No está disponible;;;;;;;;;;;;;;
922;Alianzas peligrosas - Star Wars: Al filo del imperio;29.95;No está disponible;;;;;de 10 a 14 años, de 14 a 18 años;;;;;Edge Entertainment;Alta;;Español;
923;Leyenda Elfica: Aliados y enemigos ;9.49;Disponible;;;;;de 14 a 18 años;;;;;Nosolorol;;;Español;
924;Leyenda Elfica: La abadía de la traición ;9.49;Disponible;;;;;de 14 a 18 años;;;;;Nosolorol;;;Español;
925;Dreamraiders;33.24;Disponible;;;;;de 14 a 18 años;;;;;Nosolorol;;;Español;
926;Lances ;13.25;Disponible;;;;;de 14 a 18 años;;;;;Nosolorol;;;Español;
927;Aquelarre: Ars Malefica ;28.49;Disponible;;;;;de 14 a 18 años;;;;;Nosolorol;;;Español;
928;Aquelarre: Codex Aureus;190;Disponible;;;;;de 14 a 18 años;;;;;Nosolorol;;;Español;
929;Los Esoterroristas;19.95;Disponible;;;;;;;;;;Edge Entertainment;;;Español;
930;Planes Oscuros;17;Disponible;;;;;;;;;;Holocubierta;;;Español;
931;Starfinder Kilómetro 0;37.99;Disponible;;;;;;;;;;;;;;
932;SANGRE Y HONOR pequeño golpe;13.86;Disponible;;;;;;;;;;;;;;
933;Pathfinder, La calavera de la serpiente: las bóvedas de la locura;15.15;Disponible;;;Espada y Brujería;Experiencia, Narrativo;de 14 a 18 años, más de 18 años;;;Libro 92 páginas;Difícil;Devir;Alta;Exploración y Aventura;Español;
934;El Salvaje Azul;9.95;Disponible;;;Ciencia Ficción;Experiencia, Narrativo;de 14 a 18 años, más de 18 años;;;Libreto de 40 páginas;Difícil;Nosolorol;Alta;Exploración y Aventura;Español;
935;Fate Básico;23.75;Disponible;;;;;;;;;;ConBarba;Alta;;Español;
936;Peacemaker;18.99;Disponible;;;Oeste;Narrativo;más de 18 años;;;Libro de 312 páginas;Difícil;Nosolorol;Alta;Exploración y Aventura;Español;
937;Poderes Malditos;17.1;Disponible;;;;;;;;120 páginas;;Nosolorol;;;;
938;Symbaroum: La Corona de Cobre;18.99;Disponible;;;;;de 10 a 14 años, de 14 a 18 años;;;;;Nosolorol;;;;
939;Mutant: Year Zero: ¡Morid, comecarnes, morid!;9.49;Disponible;;;;;de 14 a 18 años;;;270 páginas;;Nosolorol;;;;
940;Hora de aventuras: Pantalla DJ + Cartas;16.14;Disponible;;;;;;;;;;Nosolorol;;;;
941;Pathfinder, La calavera de la serpiente: Almas para el pincho del contrabandista;9.24;Disponible;;;Espada y Brujería;;de 14 a 18 años;;;Libro 92 pág.;Difícil;Devir;Alta;Exploración y Aventura;Español;
942;Mundo Fate 2: Cuentos de las Nuevas Tierras;9.5;Disponible;;;;;;;;60 páginas;;Nosolorol;;;;
943;El Rastro de Cthulhu: Sombras sobre Filmland;24.95;Disponible;;;;;;;;;;Edge Entertainment;;;Español;
944;Dungeons & Dragons: La Tumba de la Aniquilación;49.99;Disponible;;;Espada y Brujería;;;;;Libro de 256 páginas;Difícil;Edge Entertainment;Alta;Exploración y Aventura;Español;
945;Hombre Lobo: Edición de Bolsillo;18.99;Disponible;;;;;;;;544 páginas;;Nosolorol;;;Español;
946;Tarot de Mago: La Ascensión;23.75;Disponible;;;;;;;;;;Nosolorol;;;;
947;Canción de Hielo y Fuego: Edición Juego de Tronos;0;No está disponible;;;;;;;;;;Edge Entertainment;;;Español;
948;DungeonSpain: Set Básico;0;No está disponible;;;;;;;;;;Nosolorol;;;;
949;Hombre Lobo: El desollador;14.24;Disponible;;;Terror;;de 14 a 18 años, más de 18 años;;;;;Nosolorol;;;;
950;Hombre Lobo: Edición 20º Aniversario Deluxe;99.75;Disponible;;;Terror;;de 14 a 18 años, más de 18 años;;;544 páginas;;Nosolorol;;;Español;
951;Hombre Lobo: Pantalla del Narrador;11.39;Disponible;;;;;;;;215 x 275 mm.;;Nosolorol;;;Español;
952;V20 Edición Bolsillo;0;No está disponible;;;;;de 14 a 18 años;;;536 páginas;;Nosolorol;;;;
953;Tenga;21.8;Disponible;;;Oriental;;;;;192 páginas;;Holocubierta;;;Español;
954;Pathfinder - Concejo de ladrones 4: el síndrome infernal;15.15;Disponible;;;;;;;;;;Devir;;;;
955;Degenesis: Edición Premium;94.05;Disponible;;;Fantasía;;de 14 a 18 años, más de 18 años;;;;;Edge Entertainment;Alta;;Español;
956;Dead in Denver;17;Disponible;;;Zombies;;de 14 a 18 años, más de 18 años;;;;;Holocubierta;Alta;;;
957;Pack The Dresden FIles: Juego de rol;56.99;Disponible;;;Cuentos, Detectivesca, Urbano;Narrativo;de 14 a 18 años, más de 18 años;2, 3, 4, 5, 6;;;Medio;Nosolorol;Alta;;Español;
958;Clásicos del Mazmorreo: La Torre de la Perla Negra;0;No está disponible;;;;;;;;;;;;;Español;
959;Manual de zona 2: El Mar Azul Muerto;9.49;Disponible;;;;;de 14 a 18 años;;;;;Nosolorol;;;;
960;Nombres Temibles, Lista Roja, Edición Deluxe;47.49;Disponible;;;;;de 14 a 18 años;;;128 páginas;;Nosolorol;;;;
961;7º Mar;47.49;Disponible;;;;;de 10 a 14 años, de 14 a 18 años;;;308 páginas;;Nosolorol;;;;
962;Aquelarre: Pantalla del Director de Juego;0;No está disponible;;;;;de 14 a 18 años;;;;;Nosolorol;;;;
963;El anillo único: Ruinas del norte;0;No está disponible;;;;;de 14 a 18 años;;;144 páginas;;Devir;;;;
964;Espinas;17.99;Disponible;;;;;de 14 a 18 años;3, 4, 5, 6;;;;Nosolorol;;;;
965;DungeonSpain: Alcantarillas;0;No está disponible;;;;;;;;;;Nosolorol;;;;
966;Achtung Cthulhu: Die Draugr;0;No está disponible;;;;;;;;;;Edge Entertainment;;;;
967;Achtung Cthulhu: Gélidos;0;No está disponible;;;;;;;;140 x 93 x 25 mm;;Edge Entertainment;;;;
968;Far West;0;No está disponible;;203993;;;de 10 a 14 años, de 14 a 18 años;2, 3, 4, 5, 6, 7, 8, +8;;;;DMZ games;;;;7,8872
969;Antagonistas Nazis: Sol Negro;0;No está disponible;;;;;;;;140 x 93 x 25 mm;;Edge Entertainment;;;;
970;Pantalla del DJ del Symbaroum;11.39;Disponible;;;;;de 10 a 14 años, de 14 a 18 años;;;264 páginas;;Nosolorol;;;;
971;DungeonSpain: Floors Basic Set;0;No está disponible;;;;;;;;;;Nosolorol;;;;
972;Adoradores de Cthulhu;0;No está disponible;;;;;;;;248 páginas;;Edge Entertainment;;;;
973;Decameron;34.99;Disponible;;;;;de 14 a 18 años;;;188 páginas;;Nosolorol;;;;
974;Worlds in Peril;28.5;Disponible;;;;;;;;;;Nosolorol;;;Español;
975;Mundo Fate: Atomic Robo;33.24;Disponible;;;Ciencia Ficción;;de 14 a 18 años, más de 18 años;;;;;Nosolorol;;;;
976;Anillo único - Rivendel;0;No está disponible;;;;;;;;128 páginas;;Devir;;;Español;
977;Reflejo - Mundo de oscuridad;37.99;Disponible;;;Detectivesca;;de 14 a 18 años, más de 18 años;;;264 páginas;;Nosolorol;;;Español;
978;Reflejo - Mundo de luz;37.99;Disponible;;;Postapocalíptico;;de 14 a 18 años, más de 18 años;;;264 páginas;;Nosolorol;;;Español;
979;Pathfinder - Concejo de ladrones 5: la madre de las moscas;15.15;Disponible;;;;;;;;;;Devir;;;;
980;Dungeon World;26.6;Disponible;;;;;;;;;;Nosolorol;;;Español;
981;Pathfinder - Concejo de ladrones 3: lo que yace en el polvo;15.15;Disponible;;;;;;;;;;Devir;;;;
982;Eclipse Phase - Pantalla del director de juego;19.95;Disponible;;;Ciencia Ficción;;de 14 a 18 años, más de 18 años;;;215 x 273 x 10;;Edge Entertainment;;;;
983;Vampire City;14.24;Disponible;;;;;;;;;;Nosolorol;;;;
984;Pathfinder - Concejo de ladrones 1: Los bastardos del érebo;15.15;Disponible;;;;;;;;;;Devir;;;;
985;Star Wars: La Era de la Rebelión - Manual Básico;59.95;Disponible;;;;;;;;;;Edge Entertainment;;;Español;
986;Vampiro: Edad Oscura Tomo de los Secretos ;28.49;Disponible;;;;;de 14 a 18 años;;;;;Nosolorol;;;;
987;Mutant: Genlab Alpha;37.99;Disponible;;;Postapocalíptico;;de 14 a 18 años;;;Libro de 240 páginas;Difícil;Nosolorol;Alta;Exploración y Aventura;Español;
988;Vampiro: La Mascarada, 5ª edición, Pantalla del narrador;23.74;Disponible;;;;;de 14 a 18 años;;;398 páginas;;Nosolorol;;;;
989;Imperio Cobra: El templo de las mil puertas;9.49;Disponible;;;;;;;;120 páginas;;Nosolorol;;;;
990;Aquelarre: Dracs, Edición Deluxe;0;No está disponible;;;;;de 14 a 18 años;;;260 páginas;;Nosolorol;;;;
991;Mago: La Ascensión, Pantalla de Narrador;11.39;Disponible;;;;;;;;;;Nosolorol;;;;
992;Mundo Fate: Los Tres Rocketeers;9.5;Disponible;;;Ciencia Ficción;;de 14 a 18 años, más de 18 años;;;48 páginas;;Nosolorol;;;;
993;Star Wars: Al filo del Imperio. La máscara de la Reina Pirata;0;No está disponible;;;Ciencia Ficción, TV/Series/Cine;;de 10 a 14 años, de 14 a 18 años;;;96 páginas, 220 x 283 x 11 mm;Difícil;Edge Entertainment;Alta;Exploración y Aventura;Español;
994;Omerta: As de Diamantes;2.7;Disponible;;;;;;;;;;Holocubierta;;;Español;
995;Uppsala;18;Disponible;;;;;;;;;;Holocubierta;;;Español;
996;Las Corrientes del Tiempo;33.24;Disponible;;;;;;;;;;Nosolorol;;;;
997;The Dresden Files: Amenaza Fúnebre;15.12;Disponible;;;;;;;;Libro de 332 páginas.;;Nosolorol;;;Español;
998;Libro-Juego: Tu ciudad fronteriza;18.95;Disponible;;;Oeste;Solitario, Experiencia, Narrativo, Infantil, Viaje;;;;Libro de 146 páginas;Medio;MasQueOca;Alta;Gestión de recursos;Español;
999;Libro-Juego: Cautiva;18.95;Disponible;;;;;de 8 a 10 años, de 10 a 14 años, de 14 a 18 años;1;;164 páginas;;MasQueOca;;;;
1000;Mago, La Ascensión 20 Aniversario: ¿Cómo HACES Eso?, Edición DELUXE;56.99;Disponible;;;;;;;;144 páginas;;Nosolorol;;;;
1001;Mago, La Ascensión 20 Aniversario: ¿Cómo HACES Eso?;33.24;Disponible;;;;;;;;144 páginas;;Nosolorol;;;;
1002;Renegado;17.09;Disponible;;;Detectivesca;;de 14 a 18 años, más de 18 años;;;432 páginas;;Nosolorol;;;;
1003;El Club de los Martes: Distopía;28.49;Disponible;;;Detectivesca;;de 14 a 18 años;3, 4, 5, 6;;56 páginas;;Nosolorol;;;;
1004;Mundo Fate: Dioses y Monstruos;9.5;Disponible;;;Fantasía;;de 14 a 18 años, más de 18 años;;;56 páginas;;Nosolorol;;;;
1005;Sombras Urbanas;23.75;Disponible;;;Terror;;de 14 a 18 años, más de 18 años;;;376 páginas;;Nosolorol;;;;
1006;Clásicos del Mazmorreo: El Pueblo de la Sima;9.5;Disponible;;;Espada y Brujería;;de 14 a 18 años, más de 18 años;;;;;;;;Español;
1007;Star Wars: Al filo del Imperio. Mazo de especialización: Pionero Conductor;6.95;Disponible;;;;;de 10 a 14 años, de 14 a 18 años;;;;;Edge Entertainment;;;Español;
1008;Star Wars: Al filo del Imperio. Mazo de especialización: Colono Erudito;6.95;Disponible;;;;;de 10 a 14 años, de 14 a 18 años;;;;;Edge Entertainment;;;Español;
1009;Star Wars: Al filo del Imperio. Mazo de especialización: Colono Político;6.95;Disponible;;;;;de 10 a 14 años, de 14 a 18 años;;;;;Edge Entertainment;;;Español;
1010;Pathfinder: Bestiario, Edición de Bolsillo;19;Disponible;;;;;de 10 a 14 años, de 14 a 18 años;;;327 páginas;;Devir;;;;
1011;Pathfinder: El regente de Jade 1. El legado del muro de salmuera;15.15;Disponible;;;;;de 10 a 14 años, de 14 a 18 años;;;;;Devir;;;;
1012;Vampiro: Edad Oscura Edición 20º Aniversario. Pantalla del narrador;11.39;Disponible;;;;;de 14 a 18 años;;;215x275;;Nosolorol;;;;
1013;Pathfinder: La maldición del Trono Carmesí;0;No está disponible;;;;;;;;408 páginas;;Devir;;;Español;
1014;Hombre Lobo: Razas cambiantes;37.99;Disponible;;;Fantasía;;de 14 a 18 años, más de 18 años;;;;;Nosolorol;;;;
1015;Clásicos del Mazmorreo: The Phlogiston Books Vol. I;8.16;Disponible;;;Espada y Brujería, Fantasía;;de 14 a 18 años, más de 18 años;;;;;;;;Español;
1016;CthulhuTech: Vademécum;0;No está disponible;;;;;de 14 a 18 años;;;;;Edge Entertainment;;;;
1017;Keltia: El Viejo Norte;0;No está disponible;;;;;;;;;;Holocubierta;;;;
1018;Feminism;23.74;Disponible;;;;;de 14 a 18 años;;;;;Nosolorol;;;;
1019;Achtung Cthulhu: Nacidos de la sangre;0;No está disponible;;;;;;;;140 x 93 x 25 mm;;Edge Entertainment;;;;
1020;Achtung Cthulhu: Guías de Majestic;0;No está disponible;;;;;;;;140 x 93 x 25 mm;;Edge Entertainment;;;;
1021;A Taste for Murder;33.24;Disponible;;;Detectivesca;;de 14 a 18 años, más de 18 años;4, 5, 6;180 minutos;;;Nosolorol;;Deducción e Investigación;;
1022;Star Wars, La Era de la Rebelión: Alianzas Desesperadas;29.95;Disponible;;;;;;;;96 páginas, 220 x 283 x 11 mm;;Fantasy Flight;;;Español;
1023;Degenesis: En tu sangre;0;No está disponible;;;;;de 14 a 18 años;;;210 x 330 x 13 mm, 104 páginas;;Edge Entertainment;;;;
1024;Agentes de la noche;33.2;Disponible;;;;;de 14 a 18 años;;;232 páginas;;Edge Entertainment;;;;
1025;Achtung Cthulhu: Profundo rompearrecifes;0;No está disponible;;;;;;;;;;Edge Entertainment;;;;
1026;Pantalla de Fragged Empire;0;No está disponible;;;;;;;;;;Holocubierta;;;;
1027;Pantalla del Narrador Devious;0;No está disponible;;;;;;;;;;Holocubierta;;;;
1028;The Dresden Files 2: Nuestro mundo;37.99;Disponible;;;;;de 14 a 18 años;3, 4, 5, 6;;244 páginas;;Nosolorol;;;;
1029;Degenesis: Biokinetic;0;No está disponible;;;;;de 14 a 18 años;;;;;Edge Entertainment;;;;
1030;Pequeños detectives de monstruos: Cuaderno de Campo;19.17;No está disponible;;;;;de 3 a 6 años, de 6 a 8 años, de 8 a 10 años, de 10 a 14 años;;;;;Nosolorol;;;Español;
1031;Dungeons & Dragons: La maldición de Strahd;49.99;Disponible;;;Espada y Brujería, Terror;Experiencia, Narrativo;;;;Libro de 256 páginas;Difícil;Edge Entertainment;Alta;Exploración y Aventura;Español;
1032;Aventuras de Voldor Vol. 2: Fuegos exánimes;9.49;Disponible;Juan Sixto;;Espada y Brujería;;de 14 a 18 años, más de 18 años;2, 3, 4, 5;;;Medio;Nosolorol;Alta;;Español;
1033;Aventuras de Voldor Vol.2 : Locura en las Profundidades ;9.49;Disponible;;;;;;;;;;Nosolorol;;;;
1034;El libro de las habitaciones;33.25;Disponible;;;Cuentos, Terror;Narrativo;;;;;;Nosolorol;Alta;;Español;
1035;Changeling: El ensueño. 20 Aniversario. Pantalla del Narrador;12.35;Disponible;;;Cuentos, Mitología;Experiencia, Narrativo;;2, 3, 4, 5, 6;;;Difícil;Nosolorol;Alta;;Español;
1036;Aventuras en Equestria: No Juzgues por la Portada;20.85;Disponible;;;Naturaleza, TV/Series/Cine;Cooperativo, Experiencia, Infantil;de 6 a 8 años, de 8 a 10 años, de 10 a 14 años;2, 3, 4, 5, 6;;;;Nosolorol;;;;
1037;Scroll;33.24;Disponible;;;Abstracto;;de 14 a 18 años;;;230 páginas;;Nosolorol;;;;
1038;Aquelarre: Ex Mundo Tenebrarum, Edición Deluxe;56.99;Disponible;;;Medieval;;de 14 a 18 años;;;212 páginas;;Nosolorol;;;;
1039;Hijos de Nyarlathotep;37.99;Disponible;;;;;de 14 a 18 años;;;;;Nosolorol;;;;
1040;Kaiju Incorporated;15.15;Disponible;;;Ciencia Ficción;Experiencia, Narrativo;de 14 a 18 años, más de 18 años;;;Libreto de 96 páginas;Difícil;Nosolorol;Alta;Exploración y Aventura;Español;
1041;Los que Ignoran;16.14;Disponible;;;;;;;;;;Nosolorol;;;;
1042;Pathfinder, La calavera de la serpiente: carrera hacia el desastre;9.24;Disponible;;;Espada y Brujería;;de 14 a 18 años;;;Libro 92 pág.;Difícil;Devir;Alta;Exploración y Aventura;Español;
1043;Ars Magica: El Reino de Poder Mágico;24.95;Disponible;;;;;de 14 a 18 años, más de 18 años;2;;;;Holocubierta;;;Español;
1044;Mundo Fate: Dragon Ground Set Vol. 1;26.99;Disponible;;;;;;;;56 páginas;;Nosolorol;;;;
1045;Vampiro: Edad Oscura Edición Bolsillo;18.99;Disponible;;;;;de 14 a 18 años;;;480 páginas;;Nosolorol;;;;
1046;Guía del Aventurero de la Costa de la Espada;39.99;Disponible;;;;;de 14 a 18 años;;;160 páginas;;Edge Entertainment;;;;
1047;Cambios;17.09;Disponible;;;Terror;;de 14 a 18 años, más de 18 años;;;;;Nosolorol;;;;
1048;sLAng: Historias sobre una misma historia;0;No está disponible;;;;;de 14 a 18 años;;;350 páginas;;Nosolorol;;;;
1049;Destellos - Pantalla de Numenéra;0;No está disponible;;;;;;;;32 páginas;;Holocubierta;;;Español;
1050;Cuaderno del superviviente - Z-Corps;0;No está disponible;;;;;;;;;;Holocubierta;;;;
1051;Undead on Arrival - Z-Corps;17;Disponible;;;Terror;;;;;;;Holocubierta;;;;
1052;El Orbe de Amonhotep (dañado);2.2;Disponible;;;;;;;;;;;;;Español;
1053;Pendragón;33.24;Disponible;;;;;;;;;;Nosolorol;;;;
1054;No Pierdas la Cabeza;15.2;Disponible;;;;;;;;;;Nosolorol;;;;
1055;The Dresden Files: Juego de rol;47.49;Disponible;;;;;;;;;;Nosolorol;;;;
1056;Pathfinder Guía del Mar Interior;37.99;Disponible;;;;;;;;;;Devir;;;Español;
1057;Cómo saber si tu gato planea matarte;0;No está disponible;;;;;;;;;;;;;Español;
1058;Star Wars: La Era de la Rebelión Pantalla de DJ;19.95;Disponible;;;;;;;;;;Edge Entertainment;;;Español;
1059;Aquelarre: Daemonolatreia;36.12;Disponible;;;;;de 14 a 18 años;;;;;Nosolorol;;;Español;
1060;Pathfinder - Forjador de reyes 3;14.2;Disponible;;;;;de 10 a 14 años, de 14 a 18 años;1, 2, 3, 4;;;;Devir;;Gestión de recursos;Español;
1061;El Resurgir del Dragón: Pack de aventuras en Voldor Vol. 1;35.47;Disponible;;;;;;;;;;;;;;
1062;Pathfinder - La Calavera de la Serpiente 6: El Santuario del dios serpiente;15.15;Disponible;;;Espada y Brujería;Experiencia, Narrativo;de 14 a 18 años, más de 18 años;;;Libro de 92 páginas;Difícil;Devir;Alta;Exploración y Aventura;Español;
1063;RETORNO A RINCON pequeño golpe;34.99;Disponible;;;;;;;;;;;;;;
1064;Palabras Veladas;15.2;Disponible;Andrés P. Broncano;;Urbano;Experiencia, Narrativo;;;;Libro de 104 páginas;Difícil;Nosolorol;Alta;Exploración y Aventura;Español;
1065;Ragnarök: La furia de las nornir ;47.49;Disponible;;;;;;;;;;Nosolorol;;;;
1066;Symbaroum: Aventuras, Volumen 2;17.09;Disponible;;;;;de 10 a 14 años, de 14 a 18 años;;;;;Nosolorol;;;;
1067;Pathfinder, La calavera de la serpiente: la ciudad de las 7 lanzas;15.15;Disponible;;;Espada y Brujería;;de 14 a 18 años;;;Libro 92 pág.;Difícil;Devir;Alta;Exploración y Aventura;Español;
1068;Manual del Controlador - Z-Corps;2.85;Disponible;;;Terror;;;;;;;Holocubierta;;;;
1069;Dragon Age: Caja Avanzada (Set 3);20.5;Disponible;;;;;;;;;;Edge Entertainment;;;Español;
1070;Ars Magica: la alianza rota de Calebais;22.95;Disponible;;;;;;;;;;Holocubierta;;;Español;
1071;Blacksad;28.49;Disponible;;;;;;;;;;Nosolorol;;;Español;
1072;Pathfinder - Forjador de reyes 5;14.2;Disponible;;;;;de 10 a 14 años, de 14 a 18 años;1, 2, 3, 4;;;;Devir;;Gestión de recursos;Español;
1073;V20: Cazadores cazados II;30.39;Disponible;;;;;de 14 a 18 años;;;;;Nosolorol;;;Español;
1074;Pathfinder - Forjador de reyes 4;14.2;Disponible;;;;;de 10 a 14 años, de 14 a 18 años;1, 2, 3, 4;;;;Devir;;Gestión de recursos;Español;
1075;El fin del mundo: La rebelión de las máquinas;19.95;Disponible;;;;;de 14 a 18 años;;;;;Edge Entertainment;;;Español;
1076;Numenera Libro Básico;49.95;Disponible;;;;;;;;;;Holocubierta;Alta;;Español;
1077;El Rastro de Cthulhu: Asombrosos relatos detectivestos y arcanos;24.95;Disponible;;;;;;;;;;Edge Entertainment;;;Español;
1078;Achtung Cthulhu: Comandos de la Sección M;0;No está disponible;;;;;;;;;;Edge Entertainment;;;;
1079;Antagonistas Nazis, Sol Negro: Caudillos servidores de Nyarlathotep;0;No está disponible;;;;;;;;;;Edge Entertainment;;;;
1080;Pathfinder: El regente de Jade 6;15.15;Disponible;;;;;de 10 a 14 años, de 14 a 18 años;;;92 páginas;;Devir;;;;
1081;Achtung Cthulhu: Mi-go mejorados;0;No está disponible;;;;;;;;140 x 93 x 25 mm;;Edge Entertainment;;;;
1082;Profundos;0;No está disponible;;;;;;;;140 x 93 x 25 mm;;Edge Entertainment;;;;
1083;Investigadores de los Aliados: Pack 1;0;No está disponible;;;;;;;;140 x 93 x 25 mm;;Edge Entertainment;;;;
1084;Pantalla First Contact: XCorps;18;Disponible;;;;;;;;;;Holocubierta;;;Español;
1085;Keltia pantalla de juego  ;14.95;Disponible;;;;;;;;;;Holocubierta;;;Español;
1086;Keltia;35;Disponible;;;;;;;;;;Holocubierta;;;Español;
1087;Vampiro la Mascarada 20º aniversario;47.49;Disponible;;;Vampiros;;de 14 a 18 años;;;;;Nosolorol;;;Español;
1088;Hitos: Cazadores de leyendas ;17.09;Disponible;;;;;de 14 a 18 años;;;;;Nosolorol;;;Español;
1089;Revista Nivel 9 #2;8.54;Disponible;;;;;de 14 a 18 años;;;;;Nosolorol;;;Español;
1090;3:16 Masacre en la Galaxia;13.3;Disponible;;;;;;;;;;ConBarba;;;Español;
1091;Dragon Age: Sangre en Ferelden;19.95;Disponible;;;;;;;;;;Edge Entertainment;;;Español;
1092;Star Wars: Al Filo del Imperio;59.95;Disponible;;;;;;;;;;Edge Entertainment;;;Español;
1093;El Sistema d13;13;Disponible;;;;;;;;;;Holocubierta;;;Español;
1094;Ars Magica 5ª Edición;44.95;Disponible;;;;;;;;;;Holocubierta;;;Español;
1095;La llamada de Cthulhu: Guía del Investigador de los Años 20;19.95;Disponible;;;;;de 14 a 18 años;;;;;Edge Entertainment;;;Español;
1096;Manual de Zona 1: La guarida de los saurios;9.49;Disponible;;;;;;;;32 páginas;;Nosolorol;;;;
1097;Pathfinder: El regente de Jade 4;15.15;Disponible;;;Espada y Brujería;;de 10 a 14 años, de 14 a 18 años, más de 18 años;;;92 páginas;;Devir;;;;
1098;Star Wars: Al filo del Imperio. Mazo de capacidades distintivas del Pionero;0;No está disponible;;;;;de 10 a 14 años, de 14 a 18 años;;;;;Edge Entertainment;;;Español;
1099;Star Wars: Al filo del Imperio. Mazo de especialización: Pirata Informático;0;No está disponible;;;;;de 10 a 14 años, de 14 a 18 años;;;;;Edge Entertainment;;;Español;
1100;Star Wars: Al filo del Imperio. Mazo de especialización: Pionero Cazador de Grandes Presas;6.95;Disponible;;;;;de 10 a 14 años, de 14 a 18 años;;;;;Edge Entertainment;;;Español;
1101;Star Wars: Al filo del Imperio. Mazo de especialización: Contrabandista Piloto;6.95;Disponible;;;;;de 10 a 14 años, de 14 a 18 años;;;;;Edge Entertainment;;;Español;
1102;Libro-Juego: Sherlock Holmes & Moriarty. Asociados;18.95;Disponible;;;Detectivesca;Solitario, Experiencia, Narrativo;de 8 a 10 años, de 10 a 14 años, de 14 a 18 años, más de 18 años;1;;;Fácil;MasQueOca;Alta;Deducción e Investigación;Español;
1103;Libro-Juego: Magica Tenebrae;18.95;Disponible;;;Espada y Brujería;Experiencia, Narrativo;de 10 a 14 años, de 14 a 18 años, más de 18 años;;;Libro de 312 páginas;Fácil;MasQueOca;Alta;Exploración y Aventura;Español;
1104;Libro-Juego: Caballeros 2;17.95;Disponible;;;;;de 8 a 10 años, de 10 a 14 años;1;;;;MasQueOca;;;;
1105;Libro-Juego: Zombi;18.95;Disponible;;;Zombies;Solitario, Experiencia, Narrativo, Viaje;de 14 a 18 años, más de 18 años;1;;Libro de 146 páginas;Medio;MasQueOca;Alta;Exploración y Aventura;Español;
1106;Libro-Juego: Hocus & Pocus;18.95;Disponible;;;Animales;Solitario, Experiencia, Infantil;de 8 a 10 años, de 10 a 14 años, de 14 a 18 años, más de 18 años;1;;148 páginas;Fácil;MasQueOca;Alta;;Español;
1107;Dungeons & Dragons: Set de mapas de los distritos de Waterdeep;49.99;No está disponible;;;;;de 14 a 18 años;;;535x70x70 mm;;Edge Entertainment;;;;
1108;Dungeons & Dragons: Mapa de la ciudad de Waterdeep;29.99;No está disponible;;;;;de 14 a 18 años;;;535x70x70 mm;;Edge Entertainment;;;;
1109;Vampiro La Mascarada 5º Edición: Anarquistas;37.99;Disponible;;;Terror, Urbano;Experiencia, Narrativo;más de 18 años;2, 3, 4, 5, 6;;;Difícil;Nosolorol;Alta;;Español;
1110;Vampiro: La Mascarada 5ª Edición - Camarilla;37.99;Disponible;;;;;;;;;;Nosolorol;;;;
1111;Z-Corps;36;Disponible;;;;;;;;;;Holocubierta;;;Español;
1112;Aventuras en la Tierra Media: Guía del Jugador;28.5;No está disponible;;;Espada y Brujería;Experiencia, Narrativo;;;;Libro de 224 páginas;Difícil;Devir;Alta;Exploración y Aventura;Español;
1113;Pathfinder, La corona de carroña 2: El juicio de la bestia;0;No está disponible;;;;;de 10 a 14 años, de 14 a 18 años;;;92 páginas;;Devir;;;;
1114;Documentos de la Guerra Secreta: Pantalla del Guardián;23.74;Disponible;;;;;;;;;;Edge Entertainment;;;;
1115;Labyrinth Lord;0;No está disponible;;;;;de 14 a 18 años;3, 4, 5, 6;;28, 56, 60 y 64 páginas;;Nosolorol;;;;
1116;Libro-Juego: Las Lágrimas de Nüwa;18.95;Disponible;;;;;;;;;;MasQueOca;;;;
1117;Libro-Juego: Caballeros;18.95;Disponible;;;;;de 8 a 10 años, de 10 a 14 años, de 14 a 18 años;1;;180 páginas;;MasQueOca;;;;
